	
Models          
Example     RTSP        URL     Audio       
Axis        2400 Server Series	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        2400 Server Series	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        2400 Server Series	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        2400 SERVER SERIES	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        2400 SERVER SERIES	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        2400 SERVER SERIES	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        2401 Server Series	http://IPADDRESS/cgi-bin/hugesize.jpg?camera=[CHANNEL]&clock=on	No
Axis        2401 Server Series	http://IPADDRESS/cgi-bin/halfsize.jpg?camera=[CHANNEL]&clock=on&motion=0	No
Axis        2401 Server Series	http://IPADDRESS/cgi-bin/fullsize.jpg?camera=[CHANNEL]&clock=on&motion=0	No
Axis        2401 Server Series	http://IPADDRESS/cgi-bin/hugesize.jpg?camera=[CHANNEL]&clock=on&motion=0	No
Axis        2401 SERVER SERIES	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        2401 SERVER SERIES	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        2401 SERVER SERIES	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        2401+ Video Server	http://IPADDRESS/cgi-bin/image.jpg	No
Axis        2401+ Video Server	http://IPADDRESS/jpg/image.jpg	No
Axis        2401+ Video Server	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        2401+ Video Server	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        2401+ Video Server	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        2401+ VIDEO SERVER	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        240Q	http://IPADDRESS/jpg/1/image.jpg	No
Axis        240Q	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        240Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        240Q	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        240Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        240Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        241Q	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0	Yes
Axis        241Q	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]	Yes
Axis        241Q	http://IPADDRESS/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]	Yes
Axis        241Q	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        241Q	http://IPADDRESS/jpg/image.jpg	No
Axis        241Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        241Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        241Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        241Q	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        241Q	http://IPADDRESS/mjpg/video.mjpg	No
Axis        241Q	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        241Q	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        241Q	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        241Q Video Server	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        241Q Video Server	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        241Q Video Server	http://IPADDRESS/mjpg/video.mjpg	No
Axis        241Q Video Server	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        241Q Video Server	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        241s	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        241s	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        241S	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]	Yes
Axis        241S	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0	Yes
Axis        241S	http://IPADDRESS/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]	No
Axis        241S	http://IPADDRESS/jpg/image.jpg	No
Axis        241S	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        241S	http://IPADDRESS/videostream.cgi?usr=[USERNAME]&pwd=[PASSWORD]	No
Axis        241S	http://IPADDRESS/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0	No
Axis        241S	http://IPADDRESS/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0	No
Axis        241S	http://IPADDRESS/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32	No
Axis        241S	http://IPADDRESS/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]	No
Axis        241S	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        241S	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        2420	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        243Q	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        3014	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        3024	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        3114	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        313	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        3204	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        3301	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        3301	http://IPADDRESS/jpg/image.jpg	No
Axis        3344	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        361631	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        40	rtsp://IPADDRESS:8083//onvif-media/media.amp	Yes
Axis        5014	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        5414E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        5534-E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        a11s	http://IPADDRESS/jpg/image.jpg	No
Axis        A210	http://IPADDRESS/mjpg/video.mjpg	No
Axis        apsporting	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Axis        http://IPADDRESS/jpg/image.jpg	No
Axis        Axis        http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Axis        http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Axis        http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Axis        http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Axis        http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Axis        rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Axis        rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        Axis 207w	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        axis 225fd	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Axis2120	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Axis216FD	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        camer 4	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        camera 1	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        camera 2	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        camera 3	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        Camera Oprit	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        camera2	http://IPADDRESS/jpg/image.jpg	No
Axis        CAU	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        Common	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        COMMON	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        DAOXANH	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        Garage Tor	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Garten	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Hex Grote C	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Hof	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        ILS	http://IPADDRESS/stream.asf	Yes
Axis        IP Camera	http://IPADDRESS/videostream.asf	Yes
Axis        IP Camera	http://IPADDRESS/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]	No
Axis        IP Camera	http://IPADDRESS/cgi/jpg/image.cgi	No
Axis        IP Camera	http://IPADDRESS/jpg/image.jpg	No
Axis        IP Camera	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        IP Camera	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        IP Camera	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        IP Camera	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        IP Camera	http://IPADDRESS/mjpg/video.mjpg	No
Axis        IP Camera	http://IPADDRESS/cgi-bin/video.jpg?cam=[CHANNEL]&quality=3&size=2	No
Axis        IP Camera	http://IPADDRESS/videostream.cgi?	No
Axis        IP Camera	http://IPADDRESS/mjpg/video.mjpg	No
Axis        IP Camera	rtsp://IPADDRESS:554/live1.sdp	Yes
Axis        IP CAMERA	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        IP CAMERA	http://IPADDRESS/MJPEG.CGI	No
Axis        IP CAMERA	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        IP CAMERA	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        IP video server	http://IPADDRESS/jpg/image.jpg	No
Axis        IP video server	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        IP VIDEO SERVER	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        IP VIDEO SERVER	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        IP VIDEO SERVER	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Laube	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        M 10 Network	http://IPADDRESS/jpg/image.jpg	No
Axis        M1004-W	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1004-W	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1004-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1004-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M101	http://IPADDRESS/mjpg/video.mjpg	No
Axis        m1011	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        m1011	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        M1011	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1011	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011	http://IPADDRESS:554/jpg/image.jpg	No
Axis        M1011	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1011	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1011	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1011	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011	rtsp://IPADDRESS:554/live1.sdp	Yes
Axis        M1011	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1011	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1011W	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1011W	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1011-W	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1011-W	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011-W	http://IPADDRESS/jpg/image.jpg	No
Axis        M1011-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1011-W	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1011-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        M1011-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1011-W	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1011-W	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        M1013	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1013	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1013	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M1013	http://IPADDRESS/jpg/image.jpg	No
Axis        M1013	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1013	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1013	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1014	http://IPADDRESS/jpg/image.jpg	No
Axis        M1014	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1014 Network	http://IPADDRESS/jpg/image.jpg	No
Axis        M1014	http://IPADDRESS/jpg/image.jpg	No
Axis        M1014	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1025	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1031	http://IPADDRESS:554/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        m1031w	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        m1031w	http://IPADDRESS/jpg/image.jpg	No
Axis        m1031w	http://IPADDRESS/mjpg/video.mjpg	No
Axis        m1031w	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1031W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1031W	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1031W	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1031W	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        M1031-W	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1031-W	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1031-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1031-W	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1031-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1031-W	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        M1031-W	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1031-W	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1033	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1034	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1034	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1034-W	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1034-W	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        M1034-W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1034-W	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M-1034W	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M-1034W	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M-1034W	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M-1034W	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M-1034W	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        M1052	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        m1054	http://IPADDRESS/jpg/image.jpg	No
Axis        M1054	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1054	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1054	http://IPADDRESS/jpg/1/image.jpg	No
Axis        M1054	http://IPADDRESS/jpg/image.jpg	No
Axis        M1054	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1054	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1054	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1054	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1054	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1054	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1054	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        m1103	rtsp://IPADDRESS/axis-media/media.amp?videocodec=h264&resolution=640×480	Yes
Axis        m1103	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1103	http://IPADDRESS/jpg/image.jpg	No
Axis        M1103	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1103	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1103	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1103	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1104	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M1104	http://IPADDRESS/jpg/image.jpg	No
Axis        M1104	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1104	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M1104	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        m1113	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        m1113	http://IPADDRESS/jpg/image.jpg	No
Axis        m1113	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M1113	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M1113	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1113	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M1114	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M1114	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M1114	http://IPADDRESS/jpg/image.jpg	No
Axis        M1114	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1114	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M1114	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        M1114	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M113	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        M1144-L	http://IPADDRESS/jpg/image.jpg	No
Axis        M1144-L	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M1144-L	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M1144-L	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M114N	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M2014-E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M2014-E	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M2014-E	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        M3004	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3004	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3004	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M3004	http://IPADDRESS/jpg/image.jpg	No
Axis        M3004	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3004	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M3004	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3004	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3004	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M3004	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3004	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        m3004-v	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M3004-V	http://IPADDRESS/jpg/1/image.jpg	No
Axis        M3005	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M3005	http://IPADDRESS/jpg/image.jpg	No
Axis        M3005	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3005V	http://IPADDRESS:554/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3005V	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        M3005-V	http://IPADDRESS/jpg/image.jpg	No
Axis        M3005-V	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M3005-V	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3006	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3006-V	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M3006-V	http://IPADDRESS/jpg/image.jpg	No
Axis        M3006-V	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3006-V	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3006-V	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3006-V	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M3007	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3007	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3007	http://IPADDRESS/jpg/image.jpg	No
Axis        M3007	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M3007	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3007	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M3007	http://IPADDRESS:554//axis-cgi/mjpg/video.cgi	Yes
Axis        M3007	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3011	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3011	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M3011	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        m3014	http://IPADDRESS/jpg/image.jpg	No
Axis        m3014	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        m3014	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3014	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M3014	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3014	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        m3024	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        m3025ve	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3025-VE	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M3025-VE	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3026	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        m3113-r	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M3113-VE	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        M3113-VE	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3113-VE	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        m3114	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        m3114	http://IPADDRESS/jpg/1/image.jpg	No
Axis        m3114	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3114	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3114	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        M3114	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3114	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M3114	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3114	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M3114-E	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M3114-E	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3114-VE	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3114-VE	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M3114-VE	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3114-VE	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        m3203	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M3203	http://IPADDRESS/jpg/image.jpg	No
Axis        M3203	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3203	http://IPADDRESS/mjpg/video.mjpg	No
